training_size, sample_size, accuracy
1140000,1000.0,0.836
1140000,1000.0,0.825
1140000,1000.0,0.824
1150000,1000.0,0.838
1150000,1000.0,0.83
1150000,1000.0,0.807
1150000,1000.0,0.843
1150000,1000.0,0.833
1150000,1000.0,0.832
1150000,1000.0,0.81
1150000,1000.0,0.828
1150000,1000.0,0.835
1150000,1000.0,0.846
1160000,1000.0,0.794
1160000,1000.0,0.833
1160000,1000.0,0.804
1160000,1000.0,0.8
1160000,1000.0,0.823
1160000,1000.0,0.844
1160000,1000.0,0.82
1160000,1000.0,0.811
1160000,1000.0,0.834
1160000,1000.0,0.823
1170000,1000.0,0.846
1170000,1000.0,0.823
1170000,1000.0,0.802
1170000,1000.0,0.839
1170000,1000.0,0.845
1170000,1000.0,0.827
1170000,1000.0,0.818
1170000,1000.0,0.828
1170000,1000.0,0.826
1170000,1000.0,0.834
1180000,1000.0,0.813
1180000,1000.0,0.811
1180000,1000.0,0.795
1180000,1000.0,0.819
1180000,1000.0,0.823
1180000,1000.0,0.817
1180000,1000.0,0.816
1180000,1000.0,0.816
1180000,1000.0,0.828
1180000,1000.0,0.825
1190000,1000.0,0.814
1190000,1000.0,0.819
1190000,1000.0,0.81
1190000,1000.0,0.826
1190000,1000.0,0.818
1190000,1000.0,0.817
1190000,1000.0,0.826
1190000,1000.0,0.814
1190000,1000.0,0.823
1190000,1000.0,0.824
1200000,1000.0,0.818
1200000,1000.0,0.82
1200000,1000.0,0.814
1200000,1000.0,0.814
1200000,1000.0,0.81
1200000,1000.0,0.821
1200000,1000.0,0.814
1200000,1000.0,0.806
1200000,1000.0,0.817
1200000,1000.0,0.849
1210000,1000.0,0.833
1210000,1000.0,0.801
1210000,1000.0,0.814
1210000,1000.0,0.832
1210000,1000.0,0.802
1210000,1000.0,0.819
1210000,1000.0,0.801
1210000,1000.0,0.799
1210000,1000.0,0.792
1210000,1000.0,0.824
1220000,1000.0,0.819
1220000,1000.0,0.814
1220000,1000.0,0.845
1220000,1000.0,0.826
1220000,1000.0,0.832
1220000,1000.0,0.834
1220000,1000.0,0.832
1220000,1000.0,0.822
1220000,1000.0,0.83
1220000,1000.0,0.829
1230000,1000.0,0.831
1230000,1000.0,0.8259860788863109
